is_CA,has_roundC,has_angel,category_advertising,category_hardware,category_photo_video,avg_participants,category_enterprise,category_messaging,is_software,category_consulting,category_software,is_advertising,category_medical,is_web,has_VC,category_health,is_TX,funding_total_usd,category_games_video,is_consulting,is_othercategory,has_roundA,is_MA,category_news,category_finance,category_manufacturing,is_NY,relationships,is_biotech,category_web,is_mobile,category_network_hosting,age_first_milestone_year,category_education,category_public_relations,is_ecommerce,milestones,category_social,age_first_funding_year,has_roundB,has_roundD,funding_rounds,category_music,category_semiconductor,age_last_milestone_year,age_last_funding_year,is_otherstate,is_enterprise,category_cleantech,category_ecommerce,category_fashion,category_travel,category_biotech,category_analytics,category_other,is_gamesvideo,category_search,category_mobile,category_security,category_real_estate,category_automotive
1,0,0,False,False,False,4.0,True,False,0,False,False,0,False,0,0,False,0,5700000,False,0,0,1,0,False,False,False,0,12.0,0,False,0,False,2.16,False,False,0,3,False,1.28,1,0,2,False,False,3.44,2.01,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,6.0,False,False,0,False,False,0,False,0,0,False,0,1500000,False,0,1,0,0,False,False,False,0,2.0,0,False,0,False,0.33,False,False,0,1,False,0.0,0,0,1,False,False,0.33,0.0,0,0,False,False,True,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,2.5,False,False,0,False,True,0,False,0,0,False,0,16100000,False,0,0,0,0,False,False,False,0,3.0,0,False,0,False,,False,False,0,0,False,2.24,1,0,2,False,False,,4.03,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,4.0,False,False,0,False,False,0,False,0,1,False,0,5675000,False,0,0,0,0,False,False,False,0,20.5,0,True,0,False,,False,False,0,2,False,0.0,0,0,1,False,False,,0.0,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,1.0,False,False,0,False,True,0,False,0,0,False,0,3000000,False,0,0,1,0,False,False,False,0,9.0,0,False,0,False,1.12,False,False,0,2,False,0.25,0,0,1,False,False,1.66,0.25,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,True,False,False,1.5,False,False,0,False,False,0,False,0,1,False,0,3499997,False,0,0,1,0,False,False,False,0,8.0,0,False,0,False,0.04,False,False,0,3,False,0.22,0,0,4,False,False,3.92,2.05,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,1.3333,False,False,0,False,False,0,False,0,1,False,0,26390819,False,0,0,1,0,False,False,False,0,16.0,0,True,0,False,4.32,False,False,0,3,False,0.75,1,0,6,False,False,5.9,7.82,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,1,False,False,False,3.0,True,False,0,False,False,0,False,0,0,False,0,1400000,False,0,0,0,0,False,False,False,0,4.0,0,False,0,False,0.32,False,False,0,2,False,,0,0,2,False,False,1.3,1.23,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,3.5,False,False,0,False,False,0,False,0,1,False,0,26100000,False,0,1,0,0,False,False,False,0,2.0,0,False,0,False,2.0,False,False,0,1,False,2.42,1,0,3,False,True,2.0,5.44,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,4.5,False,False,0,False,True,0,False,0,0,False,0,21460663,False,0,0,0,0,False,False,False,0,1.0,0,False,0,False,8.59,False,False,0,2,False,3.6,1,0,3,False,False,9.11,7.93,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,2.0,False,False,0,False,False,0,False,0,1,False,0,20000000,False,0,1,0,0,False,False,False,0,1.0,0,False,0,False,,False,False,0,1,False,2.21,0,0,2,False,False,,4.65,0,0,False,False,False,False,False,False,False,0,False,False,True,False,False
1,0,0,False,False,False,5.0,False,False,0,False,False,0,False,0,0,False,0,58000000,False,0,0,1,0,False,False,False,0,4.0,0,False,0,False,6.42,False,False,0,1,False,1.46,1,0,3,False,False,6.42,6.39,0,0,False,False,False,False,True,False,False,0,False,False,False,False,False
1,0,0,False,False,False,3.5,False,False,0,False,False,0,False,0,0,False,0,57000000,False,0,0,1,0,False,False,False,0,7.0,0,True,0,False,3.27,False,False,0,2,False,1.16,1,0,2,False,False,5.54,3.04,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,2.0,False,False,0,False,True,0,False,0,0,False,0,3000000,False,0,0,1,0,False,False,False,0,6.0,0,False,0,False,1.19,False,False,0,2,False,1.59,0,0,1,False,False,2.55,1.59,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,2.0,False,False,0,False,False,0,False,0,1,False,0,24150000,False,0,1,1,0,False,False,False,0,1.0,0,False,0,False,,False,False,0,0,False,1.59,1,0,3,False,True,,3.18,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,True,False,3.5,False,False,0,False,False,0,False,0,0,False,0,36000000,False,0,1,1,0,False,False,False,0,11.0,0,False,0,False,4.42,False,False,0,3,False,1.42,1,0,2,False,False,9.82,3.33,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,1.0,False,False,0,False,False,0,False,0,0,False,0,2600000,False,0,1,1,0,False,False,False,0,0.0,0,False,0,False,,False,True,0,0,False,4.3,0,0,1,False,False,,4.3,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,1.0,False,False,0,False,False,0,False,0,0,False,0,1500000,False,0,0,0,0,False,False,False,0,6.0,0,False,0,False,2.59,False,False,0,1,False,1.25,0,0,1,False,False,2.59,1.25,0,0,False,True,False,False,False,False,False,0,False,False,False,False,False
0,0,0,True,False,False,1.0,False,False,0,False,False,0,False,0,0,False,0,20000000,False,0,0,1,0,False,False,False,0,10.0,0,False,0,False,6.0,False,False,0,1,False,4.04,0,0,1,False,False,6.0,4.04,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,1,False,False,False,5.0,False,False,0,False,False,0,False,0,0,False,0,2535000,False,0,0,1,0,False,False,False,0,8.0,0,True,0,False,0.59,False,False,0,2,False,,0,0,2,False,False,3.01,0.63,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,1,False,False,False,1.0,False,False,0,False,True,0,False,0,0,False,0,3500000,False,0,0,1,0,False,False,False,0,6.0,0,False,0,False,3.16,False,False,0,2,False,0.16,0,0,2,False,False,5.55,1.5,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,2.0,True,False,0,False,False,0,False,0,0,False,0,19000000,False,0,0,1,0,False,False,False,0,4.0,0,False,0,False,3.0,False,False,0,1,False,0.86,1,0,3,False,False,3.0,2.93,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,2.5,False,False,0,False,False,0,False,0,1,False,0,10000000,False,0,1,0,0,False,False,False,0,2.0,0,False,0,False,8.01,False,True,0,1,False,5.2,0,0,2,False,False,8.01,8.12,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,2.0,False,False,0,False,False,0,False,0,1,False,0,13130000,False,0,0,1,0,False,False,False,0,1.0,0,True,0,False,1.0,False,False,0,1,False,1.24,0,0,5,False,False,1.0,4.97,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,1.0,False,False,0,False,False,0,False,0,1,False,0,8500000,False,0,1,0,0,False,False,False,0,3.0,0,False,0,False,,False,False,0,0,False,,0,0,1,False,False,,,0,0,False,False,False,False,False,False,True,0,False,False,False,False,False
0,0,0,False,False,False,2.0,False,False,0,False,False,0,False,0,0,False,0,5600000,False,0,0,1,0,False,False,False,0,9.0,0,True,0,False,1.76,False,False,0,4,False,0.04,1,0,3,False,False,4.87,2.13,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,1,False,False,False,2.5,False,False,0,False,False,0,False,0,0,False,0,1020000,False,0,1,1,0,False,False,False,0,4.0,0,False,0,False,2.25,False,False,0,2,True,1.25,0,0,2,False,False,3.22,1.88,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,2.6667,True,False,0,False,False,0,False,0,1,False,0,24510540,False,0,0,1,0,False,False,False,0,5.0,0,False,0,False,4.0,False,False,0,2,False,4.37,1,0,3,False,False,9.36,9.36,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,2.0,False,False,0,False,True,0,False,0,0,False,0,10000000,False,0,0,0,0,False,False,False,0,11.0,0,False,0,False,5.25,False,False,0,2,False,3.21,0,0,1,False,False,7.88,3.21,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,2.0,False,False,0,False,False,0,False,0,0,False,0,10000000,False,0,0,1,0,False,False,False,0,4.0,0,True,0,False,2.28,False,False,0,2,False,0.04,0,0,2,False,False,4.39,1.59,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,4.0,False,False,0,False,False,0,False,0,0,False,0,10500000,False,0,1,0,0,False,False,False,0,3.0,0,False,0,False,4.25,False,False,0,1,False,5.64,0,0,1,False,False,4.25,5.64,0,0,False,False,False,False,False,False,False,0,False,False,True,False,False
1,0,1,True,False,False,2.6667,False,False,0,False,False,0,False,0,0,False,0,10000000,False,0,0,1,0,False,False,False,0,20.5,0,False,0,False,3.03,False,False,0,3,False,0.67,1,0,3,False,False,4.29,2.08,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,1,False,False,False,7.75,False,False,0,False,False,0,False,0,0,False,0,1100000,False,0,0,0,0,False,False,False,0,8.0,0,True,0,False,1.92,False,False,0,1,False,1.8,0,0,1,False,False,1.92,1.8,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,5.6667,False,False,0,False,False,0,False,0,1,False,0,51450000,True,0,0,0,0,False,False,False,0,3.0,0,False,0,False,0.42,False,False,0,1,False,7.51,0,0,5,False,False,0.42,9.95,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,1.6667,False,False,0,False,True,0,False,0,1,False,0,21900000,False,0,0,1,0,False,False,False,0,5.0,0,False,0,False,2.0,False,False,0,2,False,2.12,1,0,3,False,False,6.51,6.02,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,2.0,False,False,0,False,False,0,False,0,0,False,0,19000000,True,0,0,1,0,False,False,False,0,5.0,0,False,0,False,,False,False,0,0,False,1.16,1,0,4,False,False,,7.5,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,1,False,False,False,1.0,False,False,0,False,False,0,False,0,0,False,0,150000,True,0,0,0,0,False,False,False,0,1.0,0,False,0,False,0.05,False,False,0,1,False,,0,0,1,False,False,0.05,,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,1,False,False,False,7.75,False,False,0,False,True,0,False,0,0,False,0,1155000,False,0,0,0,0,False,False,False,0,6.0,0,False,0,False,1.36,False,False,0,2,False,0.19,0,0,2,False,False,1.66,1.19,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,True,False,False,1.0,False,False,0,False,False,0,False,0,0,False,0,2000000,False,0,0,0,0,False,False,False,0,0.0,0,False,0,False,,False,False,0,0,False,0.82,0,0,1,False,False,,0.82,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,7.5,False,False,0,False,False,0,False,0,0,False,0,60187500,False,0,1,1,0,False,False,False,0,20.5,0,False,0,False,6.53,False,False,0,2,False,1.0,1,0,4,False,False,7.01,6.45,0,0,True,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,2.5,False,False,0,False,False,0,False,0,0,False,0,12800000,False,0,0,1,0,False,False,False,0,5.0,0,False,0,False,2.25,False,False,0,1,False,1.97,1,0,2,False,False,2.25,3.19,0,0,False,False,False,False,False,False,False,0,False,True,False,False,False
1,0,0,False,True,False,4.0,False,False,0,False,False,0,False,0,0,False,0,60187500,False,0,1,0,0,False,False,False,0,20.5,0,False,0,False,5.59,False,False,0,3,False,2.48,1,0,2,False,False,11.95,4.82,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,1,False,False,False,4.75,False,False,0,False,False,0,False,0,0,False,0,60187500,False,0,0,1,0,False,False,False,0,15.0,0,False,0,False,,False,False,0,0,False,0.07,0,0,4,False,False,,4.39,0,0,False,False,False,False,True,False,False,0,False,False,False,False,False
1,0,0,False,False,False,1.0,True,False,0,False,False,0,False,0,1,False,0,7210210,False,0,0,1,0,False,False,False,0,4.0,0,False,0,False,6.01,False,False,0,1,False,4.65,1,0,4,False,False,6.01,8.13,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,1.0,False,False,0,False,False,0,False,0,0,False,0,2000000,False,0,0,0,0,False,False,False,0,1.0,0,True,0,False,0.83,False,False,0,1,False,,0,0,1,False,False,0.83,,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,1.0,True,False,0,False,False,0,False,0,0,False,0,28000000,False,0,0,1,0,False,False,False,0,13.0,0,False,0,False,3.09,False,False,0,3,False,2.5,1,0,2,False,False,3.49,2.83,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,1.0,False,False,0,False,False,0,False,0,0,False,0,16000000,False,0,0,1,0,False,False,False,0,6.0,0,True,0,False,2.0,False,False,0,5,False,2.92,1,0,2,False,False,12.51,4.92,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,1,False,False,False,4.0,False,False,0,False,False,0,False,0,0,False,0,9030000,False,0,0,1,0,False,False,False,0,8.0,0,True,0,False,2.43,False,False,0,2,False,0.0,0,0,2,False,False,2.5,2.43,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,1.3333,False,False,0,False,False,0,False,0,0,False,0,33000000,False,0,0,1,0,False,False,False,0,19.0,0,False,0,False,3.0,False,False,0,4,False,1.16,1,0,4,False,False,8.92,4.16,0,0,False,False,False,False,False,False,False,0,False,True,False,False,False
0,0,0,False,False,False,3.0,False,False,0,False,True,0,False,0,0,False,0,1000000,False,0,0,1,0,False,False,False,0,1.0,0,False,0,False,,False,False,0,0,False,5.44,0,0,1,False,False,,5.44,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,1.0,True,False,0,False,False,0,False,0,0,False,0,5000000,False,0,0,1,0,False,False,False,0,7.0,0,False,0,False,4.76,False,False,0,2,False,5.08,0,0,1,False,False,6.05,5.08,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,1.0,True,False,0,False,False,0,False,0,0,False,0,20000000,False,0,0,1,0,False,False,False,0,9.0,0,False,0,False,3.33,False,False,0,2,False,0.0,1,0,2,False,False,5.24,2.75,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,3.5,True,False,0,False,False,0,False,0,0,False,0,7500000,False,0,0,1,0,False,False,False,0,12.0,0,False,0,False,3.13,False,False,0,3,False,0.42,0,0,2,False,False,4.14,1.47,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,3.0,False,False,0,False,False,0,False,0,0,False,0,14229998,False,0,0,1,0,False,False,False,0,14.0,0,True,0,False,2.46,False,False,0,3,False,1.14,1,0,3,False,False,3.22,3.74,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,3.0,False,False,0,False,False,0,False,0,0,False,0,662000,False,0,1,1,0,False,False,True,0,0.0,0,False,0,False,,False,False,0,0,False,4.37,0,0,1,False,False,,4.37,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,3.3333,False,False,0,False,False,0,False,0,1,False,0,22400000,False,0,0,1,0,False,False,False,0,18.0,0,False,0,False,2.58,False,False,0,3,False,0.92,1,0,3,False,False,5.38,2.49,0,0,False,False,False,False,False,False,False,0,False,True,False,False,False
0,0,0,False,False,False,2.0,False,False,0,False,False,0,False,0,0,False,0,45000000,False,0,0,0,0,False,False,False,0,1.0,0,True,0,False,,False,False,0,0,False,0.0,0,0,1,False,False,,0.0,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,1.0,False,False,0,False,True,0,False,0,0,False,0,20000000,False,0,0,1,0,False,False,False,0,1.0,0,False,0,False,0.0,False,False,0,2,False,2.82,0,0,1,False,False,2.82,2.82,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,1,False,False,False,1.0,False,False,0,False,False,0,False,0,0,False,0,20000,False,0,0,0,0,False,False,False,0,3.0,0,True,0,False,,False,False,0,1,False,0.33,0,0,1,False,False,,0.33,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,3.0,True,False,0,False,False,0,False,0,0,False,0,33000000,False,0,0,1,0,False,False,False,0,20.5,0,False,0,False,3.72,False,False,0,5,False,0.0,1,0,4,False,False,7.62,4.8,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,7.0,False,False,0,False,False,0,False,0,0,False,0,18000000,False,0,1,0,0,False,False,False,0,0.0,0,False,0,False,,False,False,0,0,False,7.98,1,0,1,False,True,,11.15,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,1.0,False,False,0,False,False,0,False,0,1,False,0,2257464,False,0,0,0,0,False,False,False,0,3.0,0,False,0,False,,False,False,0,0,False,4.03,0,0,2,False,False,,4.08,0,0,False,False,False,False,True,False,False,0,False,False,False,False,False
0,0,1,False,False,False,6.0,False,False,0,False,False,0,False,0,0,False,0,575000,False,0,0,0,0,False,False,False,0,4.0,0,True,0,False,1.0,False,False,0,2,False,1.75,0,0,1,False,False,2.11,1.75,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,3.0,False,False,0,False,False,0,False,0,0,False,0,4000000,False,0,1,0,0,False,False,False,0,1.0,0,False,0,False,,False,True,0,0,False,3.72,1,0,1,False,False,,3.72,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,2.5,False,False,0,False,False,0,False,0,0,False,0,19100000,False,0,0,1,0,False,False,False,0,20.5,0,False,0,False,4.95,False,False,0,6,False,,1,0,4,False,False,7.37,5.01,0,0,False,False,False,False,False,False,False,0,False,True,False,False,False
1,0,0,False,False,False,4.0,False,False,0,False,False,0,False,0,0,False,0,60187500,True,0,0,1,0,False,False,False,0,20.5,0,False,0,False,2.31,False,False,0,3,False,1.78,0,0,2,False,False,4.63,2.39,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,1.0,False,False,0,False,False,0,False,0,1,False,0,25131611,False,0,0,0,0,False,False,False,0,1.0,0,False,0,False,,False,False,0,0,False,5.16,1,0,3,False,False,,6.01,0,0,False,False,False,False,False,False,False,0,False,True,False,False,False
1,0,0,False,False,False,6.0,False,False,0,False,False,0,False,0,0,False,0,50000000,False,0,0,0,0,False,False,False,0,1.0,0,False,0,False,,False,False,0,0,False,4.24,0,0,1,False,False,,4.24,0,0,False,False,False,False,True,False,False,0,False,False,False,False,False
1,0,0,False,False,False,2.0,False,False,0,False,True,0,False,0,0,False,0,2000000,False,0,0,1,0,False,False,False,0,3.0,0,False,0,False,1.35,False,False,0,1,False,1.34,0,0,1,False,False,1.35,1.34,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,1,False,False,False,2.3333,False,False,0,False,False,0,False,0,0,False,0,1822922,False,0,0,1,0,False,False,False,0,10.0,0,False,0,False,0.61,False,False,0,3,False,0.17,0,0,3,False,False,4.75,2.65,0,0,False,True,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,4.0,False,False,0,False,True,0,False,0,0,False,0,21000000,False,0,0,0,0,False,False,False,0,2.0,0,False,0,False,,False,False,0,0,False,3.65,0,0,1,False,False,,3.65,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,2.5,False,False,0,False,False,0,False,0,1,False,0,26200000,False,0,1,0,0,False,False,False,0,4.0,0,False,0,False,5.0,False,False,0,1,False,6.55,0,0,3,False,True,5.0,8.6,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,3.0,False,False,0,False,True,0,False,0,0,False,0,36000000,False,0,0,1,0,False,False,False,0,9.0,0,False,0,False,2.02,False,False,0,3,False,0.0,1,0,4,False,False,3.98,3.45,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,True,False,2.0,False,False,0,False,False,0,False,0,1,False,0,24500000,False,0,1,1,0,False,False,False,0,10.0,0,False,0,False,10.56,False,False,0,1,False,3.92,0,0,2,False,False,10.75,9.3,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,1,False,False,False,4.0,False,False,0,False,False,0,False,0,0,False,0,2750000,False,0,0,1,0,False,False,False,0,11.0,0,True,0,False,3.05,False,False,0,3,False,0.79,0,0,2,False,False,6.52,2.9,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,1.5,True,False,0,False,False,0,False,0,0,False,0,4100000,False,0,0,1,0,False,False,False,0,3.0,0,False,0,False,0.0,False,False,0,2,False,1.11,0,0,2,False,False,1.11,1.94,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,1.0,False,False,0,False,False,0,False,0,1,False,0,4000000,False,0,0,0,0,False,False,False,0,6.0,0,True,0,False,2.25,False,False,0,1,False,1.48,0,0,2,False,False,2.25,2.25,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,5.6,False,False,0,False,False,0,False,0,1,False,0,60187500,False,0,0,0,0,False,False,False,0,9.0,0,False,0,False,8.5,False,False,0,2,False,5.63,0,0,5,False,False,8.76,8.76,0,0,False,False,False,False,False,False,False,0,False,True,False,False,False
0,0,0,False,False,False,1.0,False,False,0,False,False,0,False,0,0,False,0,12000000,True,0,0,1,0,False,False,False,0,1.0,0,False,0,False,,False,False,0,0,False,1.0,1,0,2,False,False,,2.71,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,5.0,False,False,0,False,False,0,False,0,1,False,0,30000000,False,0,0,0,0,False,False,False,0,2.0,0,True,0,False,10.56,False,False,0,1,False,7.53,0,0,1,False,False,10.73,7.53,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,2.0,False,False,0,False,False,0,False,0,0,False,0,9000000,False,0,1,0,0,False,False,False,0,4.0,0,False,0,False,,False,False,0,0,False,4.28,0,0,1,False,False,,4.28,0,0,False,False,False,False,False,False,True,0,False,False,False,False,False
1,0,0,False,False,False,4.0,False,False,0,False,False,0,False,0,0,False,0,24700000,False,0,0,1,0,False,False,False,0,5.0,0,True,0,False,5.58,False,False,0,5,False,4.16,1,0,2,False,False,11.39,4.16,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
1,0,1,False,False,False,1.0,False,False,0,False,False,0,False,0,0,False,0,100000,False,0,0,0,0,False,False,False,0,9.0,0,False,0,False,0.38,False,False,0,3,False,0.36,0,0,1,False,False,0.54,0.36,0,0,False,True,False,False,False,False,False,0,False,False,False,False,False
1,0,0,False,False,False,2.25,False,False,0,False,True,0,False,0,1,False,0,34700000,False,0,0,1,0,False,False,False,0,17.0,0,False,0,False,5.0,False,False,0,1,False,0.0,1,0,4,False,False,5.0,5.3,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
0,0,0,False,False,False,5.3333,True,False,0,False,False,0,False,0,1,False,0,19000000,False,0,0,0,0,False,False,False,0,4.0,0,False,0,False,8.84,False,False,0,2,False,5.47,1,0,3,False,False,8.95,8.95,0,0,False,False,False,False,False,False,False,0,False,False,False,False,False
